Date,Temperature
1970-01-01,30.88525807041441
1970-01-02,-2.7388537646695656
1970-01-03,17.41675356513683
1970-01-04,16.21083489917443
1970-01-05,2.3577514091729768
1970-01-06,11.054270991383051
1970-01-07,6.90306909509952
1970-01-08,9.534736537699546
1970-01-09,20.814518318883152
1970-01-10,-0.8402421343387285
1970-01-11,42.51961932260981
1970-01-12,22.207429509627314
1970-01-13,1.8723613526070686
1970-01-14,0.7940524636896278
1970-01-15,17.475380316456103
1970-01-16,-2.494524415343191
1970-01-17,7.73077287670849
1970-01-18,3.499866180001465
1970-01-19,1.7591366949993557
1970-01-20,5.872526974370874
1970-01-21,4.236185807953349
1970-01-22,3.206373236098022
1970-01-23,9.448711940730117
1970-01-24,21.931033506922688
1970-01-25,28.191466825317107
1970-01-26,-5.05502244124493
1970-01-27,9.354560012077295
1970-01-28,13.186816858932964
1970-01-29,6.5160573941433615
1970-01-30,14.96843420113197
1970-01-31,3.8612161158022538
1970-02-01,16.188549740598923
1970-02-02,-2.248462895068606
1970-02-03,14.703401291244528
1970-02-04,16.286764546224774
1970-02-05,6.529532163444846
1970-02-06,19.530532624418974
1970-02-07,7.454241398359858
1970-02-08,19.8592642746743
1970-02-09,17.5932080605524
1970-02-10,15.401324145082931
1970-02-11,6.616855850692233
1970-02-12,4.054958357554225
1970-02-13,-4.24961093650764
1970-02-14,9.723913877244808
1970-02-15,13.13457622340313
1970-02-16,16.669592443052014
1970-02-17,10.914371994512003
1970-02-18,17.22648901438716
1970-02-19,25.507993846692926
1970-02-20,13.01942734377026
1970-02-21,23.057878866895223
1970-02-22,18.346845214794506
1970-02-23,17.591344115639824
1970-02-24,20.37287185041507
1970-02-25,29.326682184136892
1970-02-26,-0.3576708142304863
1970-02-27,8.205623871206033
1970-02-28,16.696587925763787
1970-03-01,19.66840132196232
1970-03-02,8.294001417528058
1970-03-03,-1.041736139003934
1970-03-04,3.6460781483444684
1970-03-05,10.37012802370735
1970-03-06,2.7430608583592306
1970-03-07,16.780794079216804
1970-03-08,25.975378588903045
1970-03-09,22.74409303148954
1970-03-10,-6.378310711160463
1970-03-11,35.40068973274829
1970-03-12,7.96509406660985
1970-03-13,14.353315636145883
1970-03-14,4.791358252324063
1970-03-15,18.232530829273358
1970-03-16,-1.2630245479335578
1970-03-17,12.088800336773476
1970-03-18,-4.1440884322888785
1970-03-19,12.18603632297085
1970-03-20,16.904792656781332
1970-03-21,9.297827306087054
1970-03-22,12.126303192565333
1970-03-23,19.652105579481578
1970-03-24,26.06328562948982
1970-03-25,31.769841546026722
1970-03-26,1.7893231767926903
1970-03-27,8.094257424223056
1970-03-28,8.622102267798628
1970-03-29,23.38356082969637
1970-03-30,11.662134860933268
1970-03-31,29.79363085356987
1970-04-01,-7.081349210448433
1970-04-02,20.26426508883086
1970-04-03,17.657817567580867
1970-04-04,22.80730677036771
1970-04-05,19.243571334722134
1970-04-06,16.377111381424537
1970-04-07,3.6398595692301736
1970-04-08,4.8165236562061455
1970-04-09,8.642058970033636
1970-04-10,-12.381961298180421
1970-04-11,5.503173742048081
1970-04-12,-1.0750227778613812
1970-04-13,20.414007731617872
1970-04-14,26.99201343960477
1970-04-15,-0.5392711324356032
1970-04-16,16.253874852048668
1970-04-17,9.800210141938166
1970-04-18,23.287711761099064
1970-04-19,11.316160069723624
1970-04-20,0.4442654181302341
1970-04-21,11.986184084813361
